Time[s], Xacc[m/s/s], Yacc[m/s/s], Zacc[m/s/s], Xgyro[rad/s], Ygyro[rad/s], Zgyro[rad/s]
0.0008902549743652344, -3.3517160415649414, -1.6938761472702026, -9.06347942352295, 0.0007585827261209488, 0.0014538582181558013, 0.0002752766013145447
0.001210927963256836, -3.338491201400757, -1.6885919570922852, -9.061931610107422, 0.000740518793463707, 0.0009030599612742662, 0.0009294035844504833
0.001718282699584961, -3.355346202850342, -1.6866064071655273, -9.059844970703125, 0.0005144830793142319, 0.0012161335907876492, 0.0018829156178981066
0.002074718475341797, -3.3677127361297607, -1.6994528770446777, -9.075032234191895, -0.0002582501620054245, 0.0006763169076293707, -0.00024186528753489256
0.0025243759155273438, -3.3370394706726074, -1.6893360614776611, -9.062055587768555, 0.001841740682721138, 0.0014164241729304194, 0.0002886293223127723
0.2998824119567871, 2.9810218811035156, -1.9098851680755615, -10.115425109863281, 1.4469478130340576, 1.5654622316360474, 2.7085678577423096
0.6210649013519287, 2.4202191829681396, -1.1278650760650635, -7.982908725738525, 0.35139966011047363, -0.15366704761981964, 0.4140177071094513
0.6558444499969482, 2.7541115283966064, -2.0515825748443604, -8.987539291381836, -0.7781489491462708, -0.24994739890098572, 0.2190767079591751
0.6959648132324219, 1.3694419860839844, -2.3550634384155273, -9.635653495788574, -0.40040066838264465, 0.13184107840061188, 0.3672812581062317
0.732236385345459, 2.127039670944214, -1.019384741783142, -10.886947631835938, -0.7066958546638489, -0.5104502439498901, 0.1467246264219284
0.7722675800323486, 1.9760655164718628, -2.0336484909057617, -10.749423027038574, -0.4846941828727722, -0.16266943514347076, 0.011100252158939838
0.8066761493682861, 1.5379480123519897, -1.6747865676879883, -9.184161186218262, 0.03991594910621643, 0.021578509360551834, -0.05781607702374458
0.8464775085449219, 1.815757155418396, -0.3653830289840698, -9.590862274169922, 0.11342331767082214, 0.0954616516828537, 0.04533159360289574
0.883190393447876, 2.561678886413574, -2.138321876525879, -10.104418754577637, 0.10629301518201828, 0.27592289447784424, 0.11266616731882095
0.9198768138885498, 1.4333833456039429, -1.2617497444152832, -9.266990661621094, 0.3834083676338196, 0.36030927300453186, -0.08412386476993561
0.9561173915863037, 1.9442559480667114, -1.1669501066207886, -9.734670639038086, 0.8807937502861023, 0.5351020693778992, 0.19318298995494843
0.9941601753234863, 4.678800582885742, -2.894550085067749, -11.366366386413574, -0.2578825056552887, 0.532500684261322, -0.7631555199623108
1.031268835067749, 1.5214987993240356, -0.5144696235656738, -10.596343994140625, -0.39275988936424255, 0.5942882895469666, -0.2969178557395935
1.0718486309051514, 1.4646470546722412, -1.9291006326675415, -9.805581092834473, 0.017272841185331345, 0.3404511511325836, 0.26685672998428345
1.108213186264038, 3.5809996128082275, -3.4504494667053223, -10.747753143310547, -0.7375746369361877, -0.1433328241109848, -0.37163981795310974
1.1455206871032715, 1.3733112812042236, -0.9792842864990234, -11.412644386291504, -0.31650325655937195, 0.3706568777561188, -0.010730973444879055
1.1835236549377441, 1.5363813638687134, -0.8768371939659119, -9.586730003356934, -0.3508433401584625, -0.3231540620326996, -0.12387584894895554
1.218966007232666, 0.20361900329589844, -0.563082754611969, -7.897185802459717, -1.1453226804733276, -0.5751194357872009, 0.432496577501297
1.257976770401001, -0.24171897768974304, -1.6729189157485962, -7.492621421813965, -0.2179528772830963, -0.5917855501174927, 0.4647594690322876
1.2968366146087646, 0.2856783866882324, -1.0958439111709595, -9.299176216125488, -0.5533372759819031, -0.38422253727912903, 0.22245100140571594
1.3333961963653564, 1.0785596370697021, -0.001042492687702179, -9.804322242736816, 0.6204324960708618, 0.13756299018859863, 0.5968233346939087
1.3713252544403076, 1.5323030948638916, -1.046347737312317, -9.512612342834473, 0.31409886479377747, -0.16800309717655182, 0.19271603226661682
1.4071004390716553, 1.463848352432251, 0.01069089025259018, -9.435493469238281, 0.45283734798431396, 0.03588166460394859, 0.01135187316685915
1.443537712097168, 1.135289192199707, 0.28746625781059265, -9.686355590820312, 0.2615707814693451, 0.015544010326266289, 0.23265227675437927
1.4811506271362305, 1.8747022151947021, -1.4156078100204468, -9.737058639526367, 0.36891818046569824, -0.014350403100252151, -0.1576017588376999
1.5222811698913574, 1.0178216695785522, 0.2238825261592865, -9.328798294067383, 0.2999636232852936, -0.07350952923297882, -0.1571117490530014
1.5582046508789062, 2.093550443649292, -0.7370292544364929, -9.855987548828125, 0.19344517588615417, -0.02828868292272091, -0.16799351572990417
1.5953147411346436, 1.441892147064209, -1.0876483917236328, -9.186104774475098, 0.2054927945137024, -0.13888268172740936, -0.3374609649181366
1.6208503246307373, 1.5822906494140625, 0.1176387146115303, -9.709467887878418, 0.40112730860710144, -0.15064522624015808, -0.058840587735176086
1.6355376243591309, 2.0604522228240967, -0.8565600514411926, -9.811907768249512, 0.4674151539802551, -0.0568157434463501, 0.029453996568918228
1.6573801040649414, 1.938720703125, -1.1386594772338867, -9.795549392700195, 0.3354232907295227, -0.061498451977968216, -0.07040531933307648
1.6766209602355957, 1.6813607215881348, -0.8352661728858948, -10.546918869018555, 0.12422870844602585, -0.1331247091293335, -0.10443830490112305
1.6936943531036377, 1.93683922290802, -0.8732129335403442, -11.263419151306152, -0.008003685623407364, -0.06373767554759979, 0.015339258126914501
1.7134313583374023, 2.52653431892395, -2.2300591468811035, -11.628002166748047, 0.1677057445049286, 0.06463943421840668, -0.11150127649307251
1.734532117843628, 1.8915228843688965, -2.4562876224517822, -11.061575889587402, 0.22313925623893738, 0.1349974125623703, -0.38594213128089905
1.754654884338379, 1.9035972356796265, -0.9193162322044373, -9.986296653747559, 0.14783579111099243, 0.05699663981795311, -0.49088841676712036
1.772801160812378, 1.6387128829956055, -0.34107083082199097, -10.402551651000977, 0.09500225633382797, 0.0007275163661688566, -0.3976084291934967
1.795577049255371, 1.5388834476470947, -2.564586639404297, -11.606127738952637, 0.27302080392837524, -0.007985811680555344, 0.0083659952506423
1.816298007965088, 1.9167450666427612, -3.888212203979492, -12.194912910461426, 0.38971036672592163, 0.004449235741049051, -0.13362228870391846
1.833463430404663, 1.0998133420944214, -3.3104517459869385, -11.526419639587402, 0.2987493872642517, 0.040658801794052124, -0.43270090222358704
1.8568756580352783, 0.5466106534004211, -2.3895864486694336, -10.232698440551758, -0.0491270050406456, -0.0711098462343216, -0.5028654932975769
1.8771030902862549, 0.9791414737701416, -2.232767105102539, -8.831024169921875, -0.3467854857444763, -0.12202928215265274, -0.607677161693573
1.8929243087768555, 0.9986704587936401, -2.6096174716949463, -7.83315372467041, -0.45867055654525757, -0.15744586288928986, -0.7219157814979553
1.9159595966339111, 0.9983563423156738, -2.496659278869629, -7.916913986206055, -0.5417065620422363, -0.18131880462169647, -0.7838977575302124
1.9337859153747559, 0.30381184816360474, -1.7860500812530518, -8.816121101379395, -0.6283640265464783, -0.19673879444599152, -0.5767499208450317
1.9555304050445557, 0.1435087025165558, -2.2083756923675537, -9.738096237182617, -0.5084902048110962, -0.23153269290924072, -0.18897612392902374
1.9721546173095703, 0.7704999446868896, -2.79263973236084, -10.231659889221191, -0.5399520397186279, -0.2911701202392578, -0.09732408821582794
1.9933722019195557, 1.3190290927886963, -3.2264556884765625, -10.385382652282715, -0.8160583972930908, -0.26754945516586304, -0.16376496851444244
2.0163309574127197, 0.5278703570365906, -2.360758066177368, -9.409708023071289, -0.8943842053413391, -0.1901441067457199, -0.06088081747293472
2.0342891216278076, 0.5344781875610352, -2.1149730682373047, -9.152497291564941, -0.7074288129806519, -0.08790241181850433, 0.04516814649105072
2.0571179389953613, 1.31253981590271, -2.0829219818115234, -8.687941551208496, -0.3669816255569458, -0.03013864904642105, -0.01394264493137598
2.073418378829956, 1.4919073581695557, -1.96607506275177, -8.256077766418457, -0.39174968004226685, -0.08832675218582153, -0.1223842203617096
2.0955288410186768, 1.3750205039978027, -1.7572194337844849, -7.724785327911377, -0.4177376925945282, -0.0983547493815422, -0.11758170276880264
2.1142146587371826, 1.4793819189071655, -2.22804594039917, -7.618764877319336, -0.29075944423675537, -0.1357584446668625, -0.2570357620716095
2.13464617729187, 1.4758800268173218, -1.5998517274856567, -7.855439186096191, -0.4293212592601776, -0.2619929909706116, -0.3934079110622406
2.153461217880249, 1.164115071296692, -0.6303175687789917, -8.379508018493652, -0.5528876781463623, -0.37754759192466736, -0.286485880613327
2.1720902919769287, 1.4420993328094482, -0.6891724467277527, -8.901512145996094, -0.287722647190094, -0.3565389811992645, -0.1453002542257309
2.19295597076416, 1.8825453519821167, -1.4855704307556152, -9.311279296875, -0.08277452737092972, -0.31428253650665283, -0.1839088499546051
2.216301202774048, 1.4910707473754883, -1.14212167263031, -9.264955520629883, 0.09548488259315491, -0.24637988209724426, -0.2759934961795807
2.2344143390655518, 1.4530452489852905, -0.6658483743667603, -9.38598918914795, 0.1289168894290924, -0.2782231569290161, -0.28248780965805054
2.253737211227417, 1.6283133029937744, -0.2228655070066452, -9.848859786987305, 0.03306146711111069, -0.2363055795431137, -0.18605642020702362
2.2747082710266113, 2.0998764038085938, -0.4536549150943756, -10.23033618927002, 0.0006372220814228058, -0.16297844052314758, -0.10359077900648117
2.2945659160614014, 2.1782243251800537, -0.9557860493659973, -10.03653335571289, -0.04356992244720459, -0.06990259140729904, -0.10727530717849731
2.316056489944458, 1.8594614267349243, -0.8962709903717041, -10.085768699645996, 0.12907810509204865, -0.006273405160754919, -0.1530870944261551
2.3361501693725586, 1.7346714735031128, -0.10034936666488647, -10.044244766235352, 0.19699788093566895, -0.008197231218218803, -0.026639867573976517
2.353649854660034, 1.5555907487869263, -0.45652347803115845, -10.08365535736084, -0.07050467282533646, -0.05966927111148834, -0.008553257212042809
2.3768651485443115, 1.762736439704895, -0.6626871228218079, -11.063772201538086, -0.15565748512744904, -0.03955297917127609, 0.024598073214292526
2.3969218730926514, 1.8928395509719849, -1.321376919746399, -11.0441312789917, 0.1630050539970398, 0.0782523825764656, 0.1012444794178009
2.414450168609619, 1.8303611278533936, -1.7938590049743652, -10.5465726852417, 0.32012614607810974, 0.11470955610275269, -0.021468263119459152
2.438756227493286, 1.1579160690307617, -0.5171412229537964, -10.281986236572266, 0.4195454716682434, 0.006003766320645809, -0.09173519164323807
2.4550845623016357, 0.407243937253952, 0.0964234471321106, -10.014029502868652, 0.3596518337726593, -0.091145358979702, 0.01550365798175335
2.4739627838134766, 0.6907220482826233, -0.9263526797294617, -10.485124588012695, 0.3267488181591034, -0.1527845710515976, 0.16297046840190887
2.495074510574341, 1.0181314945220947, -1.6055891513824463, -11.068265914916992, 0.33742764592170715, -0.10365026444196701, 0.15325185656547546
2.5151844024658203, 0.7337902188301086, -1.602272629737854, -11.468167304992676, 0.2696077525615692, 0.0194085780531168, -0.014935361221432686
2.533034563064575, 0.09529092162847519, -1.0952153205871582, -11.74325180053711, 0.34899821877479553, 0.05218229815363884, -0.1439289003610611
2.553772449493408, 0.07357433438301086, 0.011597907170653343, -11.858221054077148, 0.384952187538147, 0.14265674352645874, -0.17305797338485718
2.572833299636841, 0.23464488983154297, 0.41612428426742554, -11.37890911102295, 0.2559361159801483, 0.2852785885334015, -0.1329459249973297
2.595094919204712, 0.1153404489159584, 0.20042310655117035, -10.452313423156738, 0.023575641214847565, 0.38704878091812134, -0.028222940862178802
2.6151764392852783, -0.781299352645874, -0.4108145534992218, -9.501669883728027, -0.12084981054067612, 0.4071901738643646, 0.0679701492190361
2.634497880935669, -0.9461929202079773, -0.9483826756477356, -9.257560729980469, -0.06002384424209595, 0.26794707775115967, 0.17226600646972656
2.653881311416626, -0.278796523809433, -1.1415133476257324, -9.634078979492188, -0.10562737286090851, 0.1683340072631836, 0.12872587144374847
2.675295352935791, -0.1649923324584961, -0.7438555359840393, -9.462471961975098, -0.1329728364944458, 0.17207208275794983, 0.12187360227108002
